t_us,lat_us,aiming,hasTarget,classId,conf,cx,cy,w,h,emit_dx,emit_dy,mscale_x,mscale_y,inject_cum_x
3226661,1167,1,1,1,0.610454,160.01,148.859,15.8242,18.9844,0,0,1,1,0
3233795,1167,1,1,1,0.469763,160.805,148.91,16.5625,18.8516,0,0,1,1,0
3241351,1164,1,1,1,0.306942,161.059,149.678,15.0703,16.7227,0,0,1,1,0
3247387,1159,1,1,1,0.298287,161.488,149.703,14.8516,16.2812,0,0,1,1,0
3254031,1157,1,1,1,0.394201,161.359,149.383,14.3438,17.3906,1,0,1,1,0
3261283,1162,1,1,1,0.40028,161.143,149.275,13.8633,18.6445,0,-1,1,1,0
3268295,1157,1,1,1,0.539954,160.428,148.844,13.3086,16.7969,0,0,1,1,0
3275284,1155,1,1,1,0.489259,159.961,149.336,14.4219,18.4062,0,0,1,1,0
3280947,1157,1,1,0,0.519034,150.164,191.477,43.2656,78.6719,-3,1,1,1,0
3290257,1159,1,1,0,0.72409,152.883,187.039,45.7656,90.9531,-2,0,1,1,0
3297168,1157,1,1,0,0.29098,152.891,186.703,46.6875,91.0938,-1,-2,1,1,0
3304557,1158,1,1,0,0.848722,153.828,185.656,46.375,93.9375,-2,-1,1,1,0
3312416,1167,1,1,0,0.84569,154.281,186.031,45.875,89.5625,-1,-2,1,1,0
3318209,1155,1,1,0,0.84569,154.281,186.031,45.875,89.5625,0,0,0,0,0
3325058,1165,1,1,0,0.229364,155.16,187.422,45.3203,88.5312,0,-1,1,1,0
3333064,1160,1,1,0,0.269902,154.676,191.938,43.6016,83.5625,-1,0,1,1,0
3339156,1159,1,1,0,0.628864,157.035,188.984,43.0703,89.1562,-1,0,1,1,0
3347074,1156,1,1,0,0.802246,159.562,188.375,42.25,87.9375,0,0,1,1,0
3352755,1158,1,1,0,0.650023,161.289,189.484,42.0156,89.6562,0,0,1,1,0
3359783,1156,1,1,0,0.831416,162.66,189.094,42.9922,88.6875,0,0,1,1,0
3366940,1157,1,1,0,0.815233,163.793,189.047,44.2891,86.5312,1,0,1,1,0
3373731,1159,1,1,0,0.837355,164.68,189.312,42.6406,86.875,1,0,1,1,0
3381539,1156,1,1,0,0.807461,166.469,189.578,43.0625,84.2188,1,0,1,1,0
3387636,1157,1,1,0,0.810179,167.75,189.234,43,84.2812,2,0,1,1,0
3394339,1168,1,1,0,0.845179,168.094,189.797,44.5625,85.5938,2,0,1,1,0
3401328,1157,1,1,0,0.82643,167.922,190.016,43.7188,85.0938,1,0,1,1,0
3409364,1158,1,1,0,0.817283,168.469,190.672,44.5625,84.8438,2,0,1,1,0
3416390,1158,1,1,0,0.759937,169.031,190.812,44.25,82.125,3,0,1,1,0
3422499,1156,1,1,0,0.766641,169.664,191.5,46.0781,82.9375,2,0,1,1,0
3429270,1156,1,1,0,0.639285,168.219,195.867,46.2812,74.1406,2,4,1,1,0
3436784,1163,1,1,0,0.586049,168.434,195.594,46.0703,72.5625,2,3,1,1,0
3444603,1159,1,1,0,0.84364,169.109,189.734,48.9062,85.9688,2,0,1,1,0
3451119,1157,1,1,0,0.809277,169.289,189.078,50.1719,86.4062,2,-1,1,1,0
3457262,1155,1,1,0,0.637031,169.391,188.867,48.4062,85.2031,3,0,1,1,0
3470826,1167,1,1,0,0.852201,169.469,189.281,50.0312,85.6875,2,0,1,1,0
3479063,1168,1,1,0,0.847717,170.266,189.422,50.875,86.6562,3,0,1,1,0
3486462,1166,1,1,0,0.839472,170.547,189.648,51.0938,87.4531,2,0,1,1,0
3491676,891,1,1,0,0.864995,170.859,189.633,52.5625,87.0156,3,0,1,1,0
3498425,893,1,1,0,0.84364,171.383,189.211,52.7344,86.5781,3,-1,1,1,0
3505451,894,1,1,0,0.863159,171.281,189.328,52.5625,87.6562,3,0,1,1,0
3513243,894,1,1,0,0.849223,171.352,189.773,54.2344,85.9531,4,0,1,1,0
3519204,893,1,1,0,0.84569,171.984,189.656,52.5312,85.3125,3,0,1,1,0
3526199,894,1,1,0,0.840523,171.547,189.469,51.2812,85.6875,3,0,1,1,0
3533587,893,1,1,0,0.863159,171.578,189.625,53.0312,87.375,3,0,1,1,0
3540272,894,1,1,0,0.854156,171.922,189.609,53.5312,85.9062,4,0,1,1,0
3547963,892,1,1,0,0.796292,172.184,189.438,54.3203,86.5,3,0,1,1,0
3554903,894,1,1,0,0.816113,172.047,189.734,54.5938,85.7812,4,0,1,1,0
3562049,893,1,1,0,0.857049,172.188,189.469,52.0625,86.375,3,0,1,1,0
3568007,892,1,1,0,0.806549,171.984,189.703,53.4062,86.8438,4,0,1,1,0
3574917,892,1,1,0,0.77865,172.852,189.219,51.7969,86.6875,3,0,1,1,0
3583583,892,1,1,0,0.614163,172.211,188.688,51.3281,86.875,4,0,1,1,0
3590160,894,1,1,0,0.589362,172.375,188.938,50.7188,87.875,3,0,1,1,0
3595581,893,1,1,0,0.543832,172.688,188.844,49.0938,87.3125,4,0,1,1,0
3603601,892,1,1,0,0.650023,172.547,188.789,51.6562,86.0156,4,0,1,1,0
3610461,894,1,1,0,0.619241,172.508,188.125,49.8594,87.25,3,0,1,1,0
3616333,894,1,1,0,0.617858,172.523,188.531,50.1406,87.1875,4,-1,1,1,0
3623405,893,1,1,0,0.611846,171.789,188.328,51.3281,87.0938,4,0,1,1,0
3630362,890,1,1,0,0.566019,171.914,188.703,51.5156,88.2188,3,0,1,1,0
3638073,894,1,1,0,0.344222,171.086,188.266,51.2969,87.4688,3,0,1,1,0
3645517,894,1,1,0,0.615088,171.191,188.18,50.8828,86.0781,3,-1,1,1,0
3651616,894,1,1,0,0.749087,171.664,188.312,50.7656,88.25,4,0,1,1,0
3658061,893,1,1,0,0.822474,171.781,187.508,50.4062,88.6406,3,0,1,1,0
3672190,894,1,1,0,0.863159,171.617,186.727,49.8281,89.2031,3,-1,1,1,0
3679995,893,1,1,0,0.82699,172.969,186.664,48.25,89.3281,4,-1,1,1,0
3685916,894,1,1,0,0.651354,172.609,186.617,48.7188,88.0156,4,-1,1,1,0
3692819,893,1,1,0,0.749821,171.902,186.703,49.8672,87.4062,3,0,1,1,0
3699700,893,1,1,0,0.851211,171.727,186.508,49.4219,88.5156,3,-1,1,1,0
3706909,892,1,1,0,0.76524,173.074,186.422,46.8984,89.1562,4,-1,1,1,0
3721015,894,1,1,0,0.717012,171.867,187.414,46.5781,87.9219,4,-1,1,1,0
3727506,894,1,1,0,0.852692,173.895,188.016,44.9766,88.7812,4,0,1,1,0
3734422,895,1,1,0,0.843124,173.43,187.781,44.4844,88.6875,4,-1,1,1,0
3741664,893,1,1,0,0.854642,172.836,187.633,43.9844,89.0156,4,0,1,1,0
3749407,892,1,1,0,0.701304,172.352,187.953,44.3594,87.3438,3,-1,1,1,0
3762391,891,1,1,0,0.81048,171.73,188.336,42.1484,87.9219,4,0,1,1,0
3769828,892,1,1,0,0.834676,173.891,189.078,42.1875,86.6562,4,0,1,1,0
3783330,894,1,1,0,0.375019,173.887,188.922,42.7266,85.6562,4,0,1,1,0
3790506,894,1,1,0,0.319121,175.031,189.359,41.8438,85.7812,4,0,1,1,0
3797028,893,1,1,0,0.553023,174.391,189.891,41,84.9688,5,0,1,1,0
