t_us,lat_us,aiming,hasTarget,classId,conf,cx,cy,w,h,emit_dx,emit_dy,mscale_x,mscale_y,inject_cum_x
861340,3274,1,1,0,0.612773,129.168,202.211,38.5078,53.7031,-3,0,0.5,0.5,0
867706,3275,1,1,0,0.5564,132.055,198.562,40.3281,61.75,-2,0,0.5,0.5,0
874026,3276,1,1,0,0.464901,133.07,199.203,36.3281,56.1562,-3,1,0.5,0.5,0
878055,3275,1,1,0,0.627496,136.723,200.297,37.3828,55.5938,-3,0,0.5,0.5,0
882506,3277,1,1,0,0.557845,139.422,198.332,37.8438,58.8516,-2,0,0.5,0.5,0
888317,3271,1,1,0,0.378919,141.527,194.453,34.7578,62.2812,-1,0,0.5,0.5,0
894110,3275,1,1,0,0.346431,141.984,196.562,36.5625,64.9375,-2,0,0.5,0.5,0
898771,3276,1,1,0,0.530236,148.398,197.859,52.7344,70.0312,-1,1,0.5,0.5,0
904338,3275,1,1,0,0.307566,150.062,198.109,47.9375,65.2812,-1,0,0.5,0.5,0
908030,3272,1,1,0,0.639285,147.141,195.922,34.7188,64.2188,-1,0,0.5,0.5,0
914603,3272,1,1,0,0.466359,147.32,195.859,35.8594,66.4062,-2,0,0.5,0.5,0
918741,3274,1,1,0,0.306527,146.367,195.477,32.6719,65.8281,-1,0,0.5,0.5,0
924139,3274,1,1,0,0.399343,147.066,195.641,33.5078,64.1562,-1,0,0.5,0.5,0
927979,3274,1,1,0,0.680454,156.867,205.047,54.0156,71.9688,0,1,0.5,0.5,0
931486,3271,1,1,0,0.67147,156.199,206.453,53.9766,71.2188,0,0,0.5,0.5,0
937323,3274,1,1,0,0.664976,151.832,202.234,42.4609,65.0938,-1,0,0.5,0.5,0
941029,3276,1,1,0,0.379378,150.781,196.406,31.375,62.9375,-1,0,0.5,0.5,0
944973,3275,1,1,0,0.348424,147.707,196.547,33.1016,71.1562,-1,0,0.5,0.5,0
948977,3276,1,1,0,0.465387,147.617,197.984,34.3594,72.2812,0,1,0.5,0.5,0
954248,3277,1,1,0,0.277473,156.734,201.859,54.125,82.2812,-1,0,0.5,0.5,0
957982,3274,1,1,0,0.602997,157.422,200.328,54.4062,78.4688,0,0,0.5,0.5,0
962271,3275,1,1,0,0.603932,156.457,199.633,53.6641,83.0156,0,0,0.5,0.5,0
967719,3256,1,0,-1,0,0,0,0,0,0,0,0,0,0
971805,3274,1,1,0,0.69802,156.508,199.469,54.1406,81.3125,0,0,0.5,0.5,0
977679,3279,1,1,0,0.410166,156.172,201.711,54.5312,79.2031,0,0,0.5,0.5,0
981479,3277,1,1,0,0.831963,153.945,202.016,54.2969,87.9688,0,0,0.5,0.5,0
985234,3277,1,1,0,0.812273,152.195,201.625,54.3594,87.6875,-1,0,0.5,0.5,0
990781,3275,1,1,0,0.845179,150.723,202.625,50.4922,90.125,0,0,0.5,0.5,0
994643,3274,1,1,0,0.755996,149.688,202.172,50.25,84.7812,-1,0,0.5,0.5,0
1000888,3275,1,1,0,0.52342,149.164,205.703,49.5156,87.8438,0,1,0.5,0.5,0
1004907,3273,1,1,0,0.750187,143.188,202.297,40,87.5938,-2,0,0.5,0.5,0
1011293,3274,1,1,0,0.759937,149.469,206.156,51.9375,95.9375,0,0,0.5,0.5,0
1015098,3275,1,1,0,0.818448,144.41,201.469,43.6328,88.8125,-1,0,0.5,0.5,0
1019278,3275,1,1,0,0.52829,146.312,203.758,46.8125,93.9844,-1,0,0.5,0.5,0
1024909,3275,1,1,0,0.86681,143.883,202.82,45.2031,92.7656,-2,0,0.5,0.5,0
1031032,3272,1,1,0,0.864995,142.645,202.195,45.1172,91.1406,-1,0,0.5,0.5,0
1035549,3277,1,1,0,0.703346,145.383,202.672,42.1094,92.1562,0,0,0.5,0.5,0
1040929,3276,1,1,0,0.811079,142.969,206.5,42.1562,82.625,-2,1,0.5,0.5,0
1045127,3273,1,1,0,0.827548,142.723,206.469,39.1953,83.125,-1,0,0.5,0.5,0
1048651,3274,1,1,0,0.707405,142.797,202.133,39.1562,90.9844,-2,0,0.5,0.5,0
1054132,3273,1,1,0,0.834136,143.285,201.641,39.1797,92.7812,0,0,0.5,0.5,0
1057724,3269,1,1,0,0.775945,142.352,201.891,39.9219,94.9688,-2,0,0.5,0.5,0
1061544,3275,1,1,0,0.835215,145.164,201.359,38.1719,94.2188,-1,0,0.5,0.5,0
1065153,3274,1,1,0,0.616012,143.723,202.438,38.4141,90.875,-2,0,0.5,0.5,0
1071103,3275,1,1,0,0.839472,142.969,201.203,38.8125,92.1562,0,0,0.5,0.5,0
1074761,3277,1,1,0,0.823043,145.844,202.594,36.875,96.3125,-2,0,0.5,0.5,0
1080972,3275,1,1,0,0.521959,147.906,208.484,34.9375,93.5312,0,0,0.5,0.5,0
1084909,3271,1,1,0,0.808068,145.777,207.594,35.4453,88.1875,-2,1,0.5,0.5,0
1088903,3274,1,1,0,0.788257,147.789,204.516,33.9844,99.0312,0,0,0.5,0.5,0
1094534,3277,1,1,0,0.31658,146.453,205.766,36.3125,84.9062,-2,0,0.5,0.5,0
1098675,3273,1,1,0,0.312369,148.266,205.969,32.8438,87.1875,0,0,0.5,0.5,0
1104569,3273,1,1,0,0.439266,146.375,206.266,33.75,88.2188,-1,0,0.5,0.5,0
1108673,3270,1,1,0,0.693058,147.816,203.531,34.7422,95.6875,-1,0,0.5,0.5,0
1112715,3272,1,1,0,0.479504,147.336,208.094,33.9531,94.9375,-1,0,0.5,0.5,0
1118457,3278,1,1,0,0.657979,147.648,207.148,35.1094,96.0469,-1,1,0.5,0.5,0
1122072,3274,1,1,0,0.581779,147.562,207.297,35.6562,87.7812,-1,0,0.5,0.5,0
1126378,3273,1,1,0,0.797557,148.238,208.125,33.3203,90,-1,0,0.5,0.5,0
1131499,3275,1,1,0,0.63205,148.891,200.891,33.875,101.281,0,0,0.5,0.5,0
1137794,3273,1,1,0,0.736781,148.988,200.969,34.6172,100.688,-1,0,0.5,0.5,0
1141295,3274,1,1,0,0.406391,150.055,201.844,32.5781,100.188,-1,0,0.5,0.5,0
1145232,3274,1,1,0,0.661923,148.578,201.359,33.125,97.4062,-1,0,0.5,0.5,0
1151484,3278,1,1,0,0.480966,148.984,201.898,33.4062,100.297,0,0,0.5,0.5,0
1158130,3278,1,1,0,0.321673,149.105,205.883,32.0859,96.4844,-1,0,0.5,0.5,0
1161838,3274,1,1,0,0.378919,149.594,209.125,32.0312,87.75,-1,0,0.5,0.5,0
1166113,3271,1,1,0,0.706595,147.301,204.812,36.1172,98.75,-1,1,0.5,0.5,0
1171482,3275,1,1,0,0.596903,148.602,206.008,34.5156,89.9844,0,0,0.5,0.5,0
1175066,3273,1,1,0,0.731441,147.359,209.641,35.0938,87.9688,-1,0,0.5,0.5,0
1181268,3273,1,1,0,0.649579,147.199,207.188,34.9453,94.625,-1,0,0.5,0.5,0
1185232,3276,1,1,0,0.677047,146.934,202.406,35.5078,101.688,-1,0,0.5,0.5,0
1188659,3268,1,1,0,0.732208,146.281,201.984,36.3125,101.281,-1,0,0.5,0.5,0
1192849,3271,1,1,0,0.397471,146.719,209.188,35.5312,89,-1,0,0.5,0.5,0
1198661,3274,1,1,0,0.713831,146.758,208.984,33.6406,87.5312,0,1,0.5,0.5,0
1202166,3271,1,1,0,0.690559,146.906,208.805,35.75,87.8594,-1,0,0.5,0.5,0
1208093,3271,1,1,0,0.707809,147.008,208.852,36.0469,89.0469,-1,0,0.5,0.5,0
1211894,3276,1,1,0,0.421076,145.094,206.336,36.0312,81.7969,-2,0,0.5,0.5,0
1215618,3276,1,1,0,0.327669,146.578,206.547,37.2812,90.5312,0,0,0.5,0.5,0
1221315,3277,1,1,0,0.52342,147.219,207.43,36.2812,84.5156,-1,0,0.5,0.5,0
1225360,3273,1,1,0,0.588889,147.086,209.344,36.1094,88.0625,-1,1,0.5,0.5,0
1228802,3274,1,1,0,0.676192,148.117,209.094,35.7656,89.8125,-1,0,0.5,0.5,0
1235071,3266,1,1,0,0.562177,148.031,209.047,36.5312,88.0938,-1,0,0.5,0.5,0
1239038,3272,1,1,0,0.507324,148.039,208.562,39.0469,88.125,0,0,0.5,0.5,0
1243219,3274,1,1,0,0.571288,148.324,208.297,38.6016,90.4688,-1,0,0.5,0.5,0
1248936,3277,1,1,0,0.719778,148.59,207.562,37.5391,90.625,-1,0,0.5,0.5,0
1252699,3275,1,1,0,0.667581,148.391,207.438,37.6875,87.625,-1,1,0.5,0.5,0
1256532,3276,1,1,0,0.674908,147.824,207.672,38.5859,90.9062,0,0,0.5,0.5,0
1262878,3278,1,1,0,0.680879,148.086,207.75,39.1094,88.5,-1,0,0.5,0.5,0
1267055,3276,1,1,0,0.761359,148.074,207.406,39.3828,85.9375,-1,0,0.5,0.5,0
1271327,3275,1,1,0,0.619701,147.844,202.578,41.6875,94.1562,-1,0,0.5,0.5,0
1276648,3272,1,1,0,0.750553,148.711,202.203,41.1094,95.7812,0,0,0.5,0.5,0
1282308,3278,1,1,0,0.772186,147.008,202.141,42.2344,94.5312,-1,1,0.5,0.5,0
1286608,3269,1,1,0,0.770117,147.375,202.258,42.75,96.2656,-1,0,0.5,0.5,0
1292491,3274,1,1,0,0.699254,145.945,206.688,43.7656,86.75,-1,0,0.5,0.5,0
1295894,3272,1,1,0,0.774924,144,206.656,51,86.75,-1,0,0.5,0.5,0
1299437,3271,1,1,0,0.411111,144.18,207.047,49.3906,87.5312,-2,0,0.5,0.5,0
1305977,3272,1,1,0,0.370908,145.203,207.133,53.1562,89.5156,0,0,0.5,0.5,0
1309945,3271,1,1,0,0.718989,148.812,206.375,52.75,84.75,-1,0,0.5,0.5,0
1316079,3277,1,1,0,0.690977,149.328,206.719,50.6562,83.5625,-1,1,0.5,0.5,0
1320136,3275,1,1,0,0.661923,148.664,206.328,52.6719,84.8438,0,0,0.5,0.5,0
1325784,3276,1,1,0,0.525856,146.938,206.688,55.25,84.625,-1,0,0.5,0.5,0
1329741,3278,1,1,0,0.61231,149.141,201.078,52.7812,96.5312,-1,0,0.5,0.5,0
1335959,3276,1,1,0,0.521959,148.535,205.383,56.1797,86.3906,-1,0,0.5,0.5,0
1339960,3276,1,1,0,0.637482,148.68,205.062,58.1094,87.125,-1,0,0.5,0.5,0
1343873,3275,1,1,0,0.751648,147.609,206.047,63.1562,86.5938,0,0,0.5,0.5,0
1349551,3278,1,1,0,0.539954,147.93,204.836,66.2969,88.4531,-1,1,0.5,0.5,0
